"merge","filename.x","TYPE","BOX_AND_CODE","STATE","fullest_code","type_branch","rep","cluster","Region","zip_code","combined","otu_count"
"359-D5b","Vicky3-a6-359-D5B.mzXML","isolate","359-D5","CA","Vicky3-a6-359-D5B","branch_u","b","clu6_1","West",93065,"clu6_1-branch_u",435
"360-C1a","Vicky2-f4-360-C1A.mzXML","isolate","360-C1","CO","Vicky2-f4-360-C1A","branch_u","a","clu6_1","Southwest",80911,"clu6_1-branch_u",741
"360-C1b","Vicky2-f4-360-C1B.mzXML","isolate","360-C1","CO","Vicky2-f4-360-C1B","branch_u","b","clu6_1","Southwest",80911,"clu6_1-branch_u",786
"360-F7a","Vicky2-b10-360-F7A.mzXML","isolate","360-F7","MO","Vicky2-b10-360-F7A","branch_x","a","clu6_6","Central",64015,"clu6_6-branch_x",255
"360-F7b","Vicky2-b10-360-F7B.mzXML","isolate","360-F7","MO","Vicky2-b10-360-F7B","branch_x","b","clu6_6","Central",64015,"clu6_6-branch_x",311
"361-E4a","Vicky2-e7-361-E4A.mzXML","isolate","361-E4","MO","Vicky2-e7-361-E4A","branch_u","a","clu6_2","Central",64064,"clu6_2-branch_u",303
"361-E4b","Vicky2-e7-361-E4B.mzXML","isolate","361-E4","MO","Vicky2-e7-361-E4B","branch_u","b","clu6_2","Central",64064,"clu6_2-branch_u",136
"361-G5a","Vicky2-c1-361-G5A.mzXML","isolate","361-G5","MO","Vicky2-c1-361-G5A","branch_x","a","clu6_2","Central",64064,"clu6_2-branch_x",209
"361-G5b","Vicky2-c1-361-G5B.mzXML","isolate","361-G5","MO","Vicky2-c1-361-G5B","branch_x","b","clu6_2","Central",64064,"clu6_2-branch_x",235
"362-C3a","Vicky2-f5-362-C3A.mzXML","isolate","362-C3","UT","Vicky2-f5-362-C3A","branch_v","a","clu6_2","Southwest",84088,"clu6_2-branch_v",168
"362-C3b","Vicky2-f5-362-C3B.mzXML","isolate","362-C3","UT","Vicky2-f5-362-C3B","branch_v","b","clu6_2","Southwest",84088,"clu6_2-branch_v",159
"365-C8a","Vicky2-e11-365-C8A.mzXML","isolate","365-C8","MO","Vicky2-e11-365-C8A","branch_v","a","clu6_4","Central",64015,"clu6_4-branch_v",436
"365-C8b","Vicky2-e11-365-C8B.mzXML","isolate","365-C8","MO","Vicky2-e11-365-C8B","branch_v","b","clu6_4","Central",64015,"clu6_4-branch_v",348
"365-D8a","Vicky3-a12-365-D8A.mzXML","isolate","365-D8","MO","Vicky3-a12-365-D8A","branch_y","a","clu6_2","Central",64015,"clu6_2-branch_y",403
"365-D8b","Vicky3-a12-365-D8B.mzXML","isolate","365-D8","MO","Vicky3-a12-365-D8B","branch_y","b","clu6_2","Central",64015,"clu6_2-branch_y",430
"365-D9a","Vicky2-e6-365-D9A.mzXML","isolate","365-D9","MO","Vicky2-e6-365-D9A","branch_u","a","clu6_1","Central",64015,"clu6_1-branch_u",461
"365-D9b","Vicky2-e6-365-D9B.mzXML","isolate","365-D9","MO","Vicky2-e6-365-D9B","branch_u","b","clu6_1","Central",64015,"clu6_1-branch_u",293
"365-G7a","Vicky2-f8-365-G7A.mzXML","isolate","365-G7","CA","Vicky2-f8-365-G7A","branch_v","a","clu6_5","West",92505,"clu6_5-branch_v",299
"365-G7b","Vicky2-f8-365-G7B.mzXML","isolate","365-G7","CA","Vicky2-f8-365-G7B","branch_v","b","clu6_5","West",92505,"clu6_5-branch_v",271
"366-D1a","Vicky2-h4-366-D1B.mzXML","isolate","366-D1","MT","Vicky2-h4-366-D1B","branch_w","a","clu6_2","West North Central",59054,"clu6_2-branch_w",428
"366-D1b","Vicky2-h4-366-D1A.mzXML","isolate","366-D1","MT","Vicky2-h4-366-D1A","branch_w","b","clu6_2","West North Central",59054,"clu6_2-branch_w",389
"369-C2a","Vicky2-b12-369-C2A.mzXML","isolate","369-C2","TX","Vicky2-b12-369-C2A","branch_x","a","clu6_6","South",75218,"clu6_6-branch_x",284
"369-C2b","Vicky2-b12-369-C2B.mzXML","isolate","369-C2","TX","Vicky2-b12-369-C2B","branch_x","b","clu6_6","South",75218,"clu6_6-branch_x",249
"372-F4a","Vicky1-g5-372-F4A.mzXML","isolate","372-F4","CT","Vicky1-g5-372-F4A","branch_u","a","clu6_1","Northeast",6902,"clu6_1-branch_u",549
"372-F4b","Vicky1-g5-372-F4B.mzXML","isolate","372-F4","CT","Vicky1-g5-372-F4B","branch_u","b","clu6_1","Northeast",6902,"clu6_1-branch_u",503
"374-F7a","Vicky2-d12-374-F7A.mzXML","isolate","374-F7","ND","Vicky2-d12-374-F7A","branch_u","a","clu6_1","Southeast",58040,"clu6_1-branch_u",227
"374-F7b","Vicky2-d12-374-F7B.mzXML","isolate","374-F7","ND","Vicky2-d12-374-F7B","branch_u","b","clu6_1","Southeast",58040,"clu6_1-branch_u",175
"380-A8a","Vicky2-a8-380-A8A.mzXML","isolate","380-A8","TX","Vicky2-a8-380-A8A","branch_u","a","clu6_1","South",78596,"clu6_1-branch_u",281
"380-A8b","Vicky2-a8-380-A8B.mzXML","isolate","380-A8","TX","Vicky2-a8-380-A8B","branch_u","b","clu6_1","South",78596,"clu6_1-branch_u",705
"380-H8a","Vicky1-g3-380-H8A.mzXML","isolate","380-H8","CA","Vicky1-g3-380-H8A","branch_u","a","clu6_1","West",90720,"clu6_1-branch_u",700
"380-H8b","Vicky1-g3-380-H8B.mzXML","isolate","380-H8","CA","Vicky1-g3-380-H8B","branch_u","b","clu6_1","West",90720,"clu6_1-branch_u",356
"382-E5a","Vicky2-e10-382-E5A.mzXML","isolate","382-E5","CA","Vicky2-e10-382-E5A","branch_v","a","clu6_5","West",91768,"clu6_5-branch_v",495
"382-E5b","Vicky2-e10-382-E5B.mzXML","isolate","382-E5","CA","Vicky2-e10-382-E5B","branch_v","b","clu6_5","West",91768,"clu6_5-branch_v",535
"382-E6a","Vicky2-d10-382-E6A.mzXML","isolate","382-E6","CA","Vicky2-d10-382-E6A","branch_v","a","clu6_5","West",91768,"clu6_5-branch_v",316
"382-E6b","Vicky2-d10-382-E6B.mzXML","isolate","382-E6","CA","Vicky2-d10-382-E6B","branch_v","b","clu6_5","West",91768,"clu6_5-branch_v",534
"383-G3a","Vicky2-f10-383-G3A.mzXML","isolate","383-G3","UT","Vicky2-f10-383-G3A","branch_v","a","clu6_4","Southwest",84322,"clu6_4-branch_v",464
"383-G3b","Vicky2-f10-383-G3B.mzXML","isolate","383-G3","UT","Vicky2-f10-383-G3B","branch_v","b","clu6_4","Southwest",84322,"clu6_4-branch_v",238
"385-D2a","Vicky3-a4-385-D2A.mzXML","isolate","385-D2","UT","Vicky3-a4-385-D2A","branch_v","a","clu6_4","Southwest",84339,"clu6_4-branch_v",624
"385-D2b","Vicky3-a4-385-D2B.mzXML","isolate","385-D2","UT","Vicky3-a4-385-D2B","branch_v","b","clu6_4","Southwest",84339,"clu6_4-branch_v",235
"386-A11a","Vicky1-f1-386-A11A.mzXML","isolate","386-A11","UT","Vicky1-f1-386-A11A","branch_y","a","clu6_3","Southwest",84321,"clu6_3-branch_y",352
"386-A11b","Vicky1-f1-386-A11B.mzXML","isolate","386-A11","UT","Vicky1-f1-386-A11B","branch_y","b","clu6_3","Southwest",84321,"clu6_3-branch_y",158
"386-A2a","Vicky2-a2-386-A2A.mzXML","isolate","386-A2","UT","Vicky2-a2-386-A2A","branch_u","a","clu6_1","Southwest",84321,"clu6_1-branch_u",861
"386-A2b","Vicky2-a2-386-A2B.mzXML","isolate","386-A2","UT","Vicky2-a2-386-A2B","branch_u","b","clu6_1","Southwest",84321,"clu6_1-branch_u",830
"386-F1a","Vicky2-a10-386-F1A.mzXML","isolate","386-F1","UT","Vicky2-a10-386-F1A","branch_w","a","clu6_2","Southwest",84328,"clu6_2-branch_w",542
"386-F1b","Vicky2-a10-386-F1B.mzXML","isolate","386-F1","UT","Vicky2-a10-386-F1B","branch_w","b","clu6_2","Southwest",84328,"clu6_2-branch_w",483
"386-F2a","Vicky1-h1-386-F2A.mzXML","isolate","386-F2","UT","Vicky1-h1-386-F2A","branch_v","a","clu6_4","Southwest",84328,"clu6_4-branch_v",325
"386-F2b","Vicky1-h1-386-F2B.mzXML","isolate","386-F2","UT","Vicky1-h1-386-F2B","branch_v","b","clu6_4","Southwest",84328,"clu6_4-branch_v",302
"386-G8a","Vicky2-d9-386-G8A.mzXML","isolate","386-G8","CA","Vicky2-d9-386-G8A","branch_v","a","clu6_4","West",92675,"clu6_4-branch_v",340
"386-G8b","Vicky2-d9-386-G8B.mzXML","isolate","386-G8","CA","Vicky2-d9-386-G8B","branch_v","b","clu6_4","West",92675,"clu6_4-branch_v",172
"387-A9a","Vicky2-f12-387-A9A.mzXML","isolate","387-A9","CA","Vicky2-f12-387-A9A","branch_v","a","clu6_5","West",92675,"clu6_5-branch_v",487
"387-A9b","Vicky2-f12-387-A9B.mzXML","isolate","387-A9","CA","Vicky2-f12-387-A9B","branch_v","b","clu6_5","West",92675,"clu6_5-branch_v",455
"387-C3a","Vicky2-b11-387-C3A.mzXML","isolate","387-C3","CA","Vicky2-b11-387-C3A","branch_x","a","clu6_6","West",92694,"clu6_6-branch_x",378
"387-C3b","Vicky2-b11-387-C3B.mzXML","isolate","387-C3","CA","Vicky2-b11-387-C3B","branch_x","b","clu6_6","West",92694,"clu6_6-branch_x",354
"387-E1a","Vicky2-f11-387-E1A.mzXML","isolate","387-E1","CA","Vicky2-f11-387-E1A","branch_v","a","clu6_5","West",92629,"clu6_5-branch_v",382
"387-E1b","Vicky2-f11-387-E1B.mzXML","isolate","387-E1","CA","Vicky2-f11-387-E1B","branch_v","b","clu6_5","West",92629,"clu6_5-branch_v",426
"389-H2a","Vicky1-g11-389-H2A.mzXML","isolate","389-H2","ID","Vicky1-g11-389-H2A","branch_y","a","clu6_3","Northwest",83854,"clu6_3-branch_y",406
"389-H2b","Vicky1-g11-389-H2B.mzXML","isolate","389-H2","ID","Vicky1-g11-389-H2B","branch_y","b","clu6_3","Northwest",83854,"clu6_3-branch_y",325
"390-D4a","Vicky2-g7-390-D4A.mzXML","isolate","390-D4","CA","Vicky2-g7-390-D4A","branch_v","a","clu6_4","West",92629,"clu6_4-branch_v",495
"390-D4b","Vicky2-g7-390-D4B.mzXML","isolate","390-D4","CA","Vicky2-g7-390-D4B","branch_v","b","clu6_4","West",92629,"clu6_4-branch_v",315
"390-E1a","Vicky2-f3-390-E1A.mzXML","isolate","390-E1","NM","Vicky2-f3-390-E1A","branch_v","a","clu6_5","Southwest",87108,"clu6_5-branch_v",296
"390-E1b","Vicky2-f3-390-E1B.mzXML","isolate","390-E1","NM","Vicky2-f3-390-E1B","branch_v","b","clu6_5","Southwest",87108,"clu6_5-branch_v",442
"396-C10a","Vicky2-a4-396-C10A.mzXML","isolate","396-C10","WY","Vicky2-a4-396-C10A","branch_u","a","clu6_1","West North Central",82054,"clu6_1-branch_u",450
"396-C10b","Vicky2-a4-396-C10B.mzXML","isolate","396-C10","WY","Vicky2-a4-396-C10B","branch_u","b","clu6_1","West North Central",82054,"clu6_1-branch_u",345
"404-B10a","Vicky2-a3-404-B10A.mzXML","isolate","404-B10","NC","Vicky2-a3-404-B10A","branch_u","a","clu6_1","Southeast",27012,"clu6_1-branch_u",518
"404-B10b","Vicky2-a3-404-B10B.mzXML","isolate","404-B10","NC","Vicky2-a3-404-B10B","branch_u","b","clu6_1","Southeast",27012,"clu6_1-branch_u",492
"411-C10a","Vicky2-e12-411-C10A.mzXML","isolate","411-C10","NV","Vicky2-e12-411-C10A","branch_v","a","clu6_5","West",89119,"clu6_5-branch_v",509
"411-C10b","Vicky2-e12-411-C10B.mzXML","isolate","411-C10","NV","Vicky2-e12-411-C10B","branch_v","b","clu6_5","West",89119,"clu6_5-branch_v",285
"411-C5a","Vicky2-b6-411-C5A.mzXML","isolate","411-C5","TN","Vicky2-b6-411-C5A","branch_x","a","clu6_6","Central",37830,"clu6_6-branch_x",358
"411-C5b","Vicky2-b6-411-C5B.mzXML","isolate","411-C5","TN","Vicky2-b6-411-C5B","branch_x","b","clu6_6","Central",37830,"clu6_6-branch_x",167
"421-A1a","Vicky2-d3-421-A1A.mzXML","isolate","421-A1","CA","Vicky2-d3-421-A1A","branch_x","a","clu6_2","West",95380,"clu6_2-branch_x",184
"421-A1b","Vicky2-d3-421-A1B.mzXML","isolate","421-A1","CA","Vicky2-d3-421-A1B","branch_x","b","clu6_2","West",95380,"clu6_2-branch_x",143
"421-C11a","Vicky2-d4-421-C11A.mzXML","isolate","421-C11","CO","Vicky2-d4-421-C11A","branch_x","a","clu6_6","Southwest",81506,"clu6_6-branch_x",324
"421-C11b","Vicky2-d4-421-C11B.mzXML","isolate","421-C11","CO","Vicky2-d4-421-C11B","branch_x","b","clu6_6","Southwest",81506,"clu6_6-branch_x",271
"423-E8a","Vicky2-g9-423-E8A.mzXML","isolate","423-E8","NV","Vicky2-g9-423-E8A","branch_v","a","clu6_5","West",89501,"clu6_5-branch_v",407
"423-E8b","Vicky2-g9-423-E8B.mzXML","isolate","423-E8","NV","Vicky2-g9-423-E8B","branch_v","b","clu6_5","West",89501,"clu6_5-branch_v",558
"423-F5a","Vicky2-b7-423-F5A.mzXML","isolate","423-F5","NV","Vicky2-b7-423-F5A","branch_w","a","clu6_2","West",89501,"clu6_2-branch_w",172
"423-F5b","Vicky2-b7-423-F5B.mzXML","isolate","423-F5","NV","Vicky2-b7-423-F5B","branch_w","b","clu6_2","West",89501,"clu6_2-branch_w",186
"431-A2a","Vicky2-d5-431-A2A.mzXML","isolate","431-A2","NC","Vicky2-d5-431-A2A","branch_x","a","clu6_2","Southeast",27517,"clu6_2-branch_x",149
"431-A2b","Vicky2-d5-431-A2B.mzXML","isolate","431-A2","NC","Vicky2-d5-431-A2B","branch_x","b","clu6_2","Southeast",27517,"clu6_2-branch_x",72
"439-C7a","Vicky2-e8-439-C7A.mzXML","isolate","439-C7","NV","Vicky2-e8-439-C7A","branch_v","a","clu6_5","West",89129,"clu6_5-branch_v",541
"439-C7b","Vicky2-e8-439-C7B.mzXML","isolate","439-C7","NV","Vicky2-e8-439-C7B","branch_v","b","clu6_5","West",89129,"clu6_5-branch_v",245
"444-A2a","Vicky2-b8-444-A2A.mzXML","isolate","444-A2","MO","Vicky2-b8-444-A2A","branch_x","a","clu6_6","Central",63119,"clu6_6-branch_x",260
"444-A2b","Vicky2-b8-444-A2B.mzXML","isolate","444-A2","MO","Vicky2-b8-444-A2B","branch_x","b","clu6_6","Central",63119,"clu6_6-branch_x",287
"444-A9a","Vicky2-a9-444-A9A.mzXML","isolate","444-A9","UT","Vicky2-a9-444-A9A","branch_x","a","clu6_6","Southwest",84341,"clu6_6-branch_x",294
"444-A9b","Vicky2-a9-444-A9B.mzXML","isolate","444-A9","UT","Vicky2-a9-444-A9B","branch_x","b","clu6_6","Southwest",84341,"clu6_6-branch_x",219
